product_name,product_link-href,img-src,komposisi,komposisi_lain,kalori_total,lemak_total,protein,karbohidrat_total,gula,garam
Good Day Cappuccino (25g),https://nyemil.com/good-day-cappuccino-25g/,https://nyemil.com/wp-content/uploads/2023/11/Good-Day-Cappuccino-25g_fi.jpg,"Kopi: Gula, Krimer Nabati, Kopi Instan (7,78%), Kakao Bubuk, Perisa Sintetik Cappuccino, Pemanis Alami Glikosida Steviol
Coklat Granul: Kakao Bubuk, Gula Kelapa",Alergen:Krimer Nabati,110 kkal,2.5 g,1 g,21 g,17 g,10 mg
Good Day Chococinno (20g),https://nyemil.com/good-day-chococinno-20g/,https://nyemil.com/wp-content/uploads/2023/11/Good-Day-Chococinno-20g_fi.jpg,"Gula, Krimer Nabati, Kopi Instan, Kakao Bubuk, Perisa Sintetik Coklat, Pemanis Alami Glikosida Steviol",Alergen:Krimer Nabati,90 kkal,2 g,1 g,17 g,13 g,15 mg
Good Day Original (20g),https://nyemil.com/good-day-original-20g/,https://nyemil.com/wp-content/uploads/2023/11/Good-Day-Original-20g_fi.jpg,"Gula, Krimer Nabati, Kopi Instan (14,78%), Pemanis Alami Glikosida Steviol",Alergen:Krimer Nabati,90 kkal,2 g,1 g,17 g,12 g,20 mg
Good Day Mocacinno (20g),https://nyemil.com/good-day-mocacinno-20g/,https://nyemil.com/wp-content/uploads/2023/11/Good-Day-Mocacinno-20g_fi.jpg,"Gula, Krimer Nabati, Kopi Instan (10%), Kakao Bubuk, Perisa Sintetik Mocacinno, Pemanis Alami Glikosida Steviol",Alergen:Krimer Nabati,90 kkal,2 g,1 g,16 g,13 g,10 mg
Good Day Rock Salt Caramello (20g),https://nyemil.com/good-day-rock-salt-caramello-20g/,https://nyemil.com/wp-content/uploads/2023/11/Good-Day-Rock-Salt-Caramello-20g_fi.jpg,"Gula, Krimer Nabati (mengandung susu), Kopi Instan (8.1%), Susu Skim Bubuk, Kakao Bubuk, Karamel Bubuk (0.65 %), Perisa Sintetik Rock Salt Caramel, Garam laut","Alergen:Susu, Susu Skim Bubuk",100 kkal,4.5 g,1 g,14 g,13 g,100 mg
Sari Roti Tawar Double Soft (360g),https://nyemil.com/sari-roti-tawar-double-soft-360g/,https://nyemil.com/wp-content/uploads/2023/11/Sari-Roti-Tawar-Double-Soft-360g_fi.jpg,"Tepung terigu (mengandung gluten), air, gula pasir, pengemulsi (mengandung susu, pengawet kalsium propionat, antioksidan asam askorbat), mentega tawar (mengandung susu, antioksidan tokoferol, pewarna alami beta-karoten (sayuran) CI 75130), ragi, lemak reroti (mengandung antioksidan askorbil palmitat, tokoferol), perisa sintetik mentega, pengawet kalsium propionat, susu lemak nabati (0,02%), premiks vitamin dan mineral.","Alergen:Tepung terigu (mengandung gluten), pengemulsi (mengandung susu), mentega tawar (mengandung susu), susu lemak nabati",960 kkal,12 g,32 g,184 g,16 g,1360 mg
Sari Roti Tawar Milky Soft (360g),https://nyemil.com/sari-roti-tawar-milky-soft-360g/,https://nyemil.com/wp-content/uploads/2023/11/Sari-Roti-Tawar-Milky-Soft-360g_fi.jpg,"Tepung terigu (mengandung gluten), air, lemak reroti (mengandung antioksidan askorbil palmitat, tokoferol), gula pasir, ragi, garam, susu lemak nabati (0,5%), pengemulsi nabati dan perlakuan tepung (mengandung gluten, antioksidan asam askorbat), perisa sintetik susu, pengawet kalsium propionat, perisa sintetik mentega.","Alergen:Tepung terigu (mengandung gluten), susu lemak nabati, pengemulsi nabati dan perlakuan tepung (mengandung gluten)",1004.7 kkal,25.1 g,33.5 g,167.4 g,8.4 g,1423.3 mg
Biokul To Go! Leci (80g),https://nyemil.com/biokul-to-go-leci-80g/,https://nyemil.com/wp-content/uploads/2023/11/Biokul-To-Go-Leci-80g_fi.jpg,"Yogurt (88,76%) (Mengandung Susu (26,25%), Kultur Bakteri (S. thermophilus, L. bulgaricus, L. acidophilus, Bifidobacterium)), Gula, Konsentrat Leci (2,66%), Nata de Coco (2%), Air, Perisa Sintetik Leci, Penstabil Nabati, Pengatur Keasaman (Asam Sitrat)","Alergen:Yogurt, Susu",100 kkal,2.5 g,4 g,15 g,10 g,35 mg
Biokul To Go! Stroberi (80g),https://nyemil.com/biokul-to-go-stroberi-80g/,https://nyemil.com/wp-content/uploads/2023/11/Biokul-To-Go-Stroberi-80g_fi.jpg,"Yogurt (82,02%) (Mengandung susu (26,25%), Kultur Bakteri (S. thermophilus, L. bulgaricus, L. acidophilus, Bifidobacterium)), Gula, Buah Stroberi (7,10%), Nata de Coco (2%), Perisa Sintetik Stroberi, Air, Penstabil Nabati, Pengatur Keasaman (Asam Laktat), Pewama Alami Karmin CI No. 75470.","Alergen:Yogurt, Susu",110 kkal,2.5 g,4 g,17 g,11 g,40 mg
Biokul To Go! Plain (80g),https://nyemil.com/biokul-to-go-plain-80g/,https://nyemil.com/wp-content/uploads/2023/11/Biokul-To-Go-Plain-80g_fi.jpg,"Yogurt (80,40%) (Mengandung Susu (26,25%), Kultur Bakteri (S. thermophilus, L. bulgaricus, L. acidophilus, Bifidobacterium)), Air, Gula, Nata de Coco (2%), Pati Modifikasi, Pengatur Keasaman (Asam Sitrat).","Alergen:Yogurt, susu",100 kkal,2.5 g,4 g,14 g,8 g,40 mg
Ovaltine Chocolate Malt Cookies (130g),https://nyemil.com/ovaltine-chocolate-malt-cookies-130g/,https://nyemil.com/wp-content/uploads/2023/11/Ovaltine-Chocolate-Malt-Cookies-130g_fi.jpg,"Tepung Terigu, Ovaltine Bubuk (19%), Lemak Reroti (mengandung antioksidan askorbil palmitat & antioksidan tokoferol), Gula, Susu Bubuk Skim (7%), Pasta Kacang, Kakao Bubuk (0.7%), Ekstrak Malt (0.482%), Pengemulsi (Lesitin Kedelai, Dinatrium Difosfat), Pengembang (Amonium Bikarbonat, Natrium Bikarbonat), Garam, Perisa Sintetik Vanila, Vitamin E-Alfa Tokoferol.","Alergen:Tepung Terigu, Ovaltine Bubuk, Susu Skim Bubuk, Pasta Kacang, Ekstrak Malt",606.7 kkal,26 g,8.7 g,86.7 g,34.7 g,498.3 mg
Coco Day (250ml),https://nyemil.com/coco-day-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Coco-Day-250ml_fi.jpg,"Air kelapa (98%), Fruktosa, Pengatur Keasaman Asam Malat",,60 kkal,0 g,0 g,14 g,7 g,95 mg
Fanta Rasa Jeruk (390ml),https://nyemil.com/fanta-rasa-jeruk-390ml/,https://nyemil.com/wp-content/uploads/2023/11/Fanta-Rasa-Jeruk-390ml_fi.jpg,"Air Berkarbonasi, Gula, Pengatur Keasaman (Asam Sitrat & Trinatrium Sitrat), Vitamin C, Pati Termodifikasi, Perisa Sintetik, Pemanis Buatan (Asesulfam-K & Sukralosa), Pengawet (Kalium Sorbat & Natrium Benzoat), Pewarna Alami (Beta Karoten CI No 75130), Minyak Jeruk (0.005%).",,78 kkal,0 g,0 g,17.2 g,17.2 g,78 mg
Fanta Rasa Stroberi (390ml),https://nyemil.com/fanta-rasa-stroberi-390ml/,https://nyemil.com/wp-content/uploads/2023/11/Fanta-Rasa-Stroberi-390ml_fi.jpg,"Air Berkarbonasi, Gula, Pengatur Keasaman (Asam Sitrat), Perisa Sintetik, Pemanis Buatan (Asesulfam-K, Sukralosa), Pengawet (Natrium Benzoat), Pewarna Sintetik (Karmoisin CI No. 14720 & Kuning FCF CI 15985), Bubuk Stroberi (0.005%).",,78 kkal,0 g,0 g,18.7 g,17.2 g,39 mg
Sprite (390ml),https://nyemil.com/sprite-390ml/,https://nyemil.com/wp-content/uploads/2023/11/Sprite-390ml_fi.jpg,"Air Berkarbonasi, Gula, Pengatur Keasaman (Asam Sitrat & Trinatrium Sitrat), Perisa Alami, Pemanis Buatan (Asesulfam-K & Sukralosa), Pengawet (Kalium Sorbat & Natrium Benzoat), Minyak Jeruk Nipis dan Lemon (0.001%).",,70.2 kkal,0 g,0 g,18.7 g,18.7 g,62.4 mg
Coca Cola Zero Sugar (390ml),https://nyemil.com/coca-cola-zero-sugar-390ml/,https://nyemil.com/wp-content/uploads/2023/11/Coca-Cola-Zero-Sugar-390ml_fi.jpg,"Air Berkarbonasi, Pewarna Alami Karamel (Kelas IV), Pengatur Keasaman (Asam Fosfat, Trinatrium Sitrat), Pemanis Buatan (Sukralosa, Asesulfam-K), Pengawet (Natrium Benzoat), Konsentrat Kola, Kafein. Mengandung Kafein 24 mg/Saji.",,0 kkal,0 g,0 g,0 g,0 g,31.2 mg
Coca Cola Original (390ml),https://nyemil.com/coca-cola-original-390ml/,https://nyemil.com/wp-content/uploads/2023/11/Coca-Cola-Original-390ml_fi.jpg,"Air Berkarbonasi, Gula, Pewarna Alami Karamel (Kelas IV), Pengatur Keasaman (Asam Fosfat), Konsentrat Kola, Kafein. Mengandung Kafein 24 Mg/Saji.",,156 kkal,0 g,0 g,42.1 g,42.1 g,23.4 mg
Naraya Soyabotol (320ml),https://nyemil.com/naraya-soyabotol-320ml/,https://nyemil.com/wp-content/uploads/2023/12/Naraya-Soyabotol-320ml_fi.jpg,"Ekstrak Kacang Kedelai 68%, Air, dan Gula.",Alergen:Ekstrak Kacang Kedelai,180 kkal,4.5 g,7 g,29 g,24 g,45 mg
Tamarin (108g),https://nyemil.com/tamarin-108g/,https://nyemil.com/wp-content/uploads/2023/12/Tamarin-108g_fi.jpg,"Gula, Glukosa, Pengatur Keasaman (Asam Sitrat), Ekstrak Asam (0.80%), Garam, Pewarna Makanan Alami Karamel IV, Perisa Sintetik.",,400 kkal,0 g,0 g,100 g,80 g,500 mg
Relaxa Barley Mint (125g),https://nyemil.com/relaxa-barley-mint-125g/,https://nyemil.com/wp-content/uploads/2023/12/Relaxa-Barley-Mint-125g_fi.jpg,"Glukosa, Gula, Perisa Sintetik Barley Mint, Garam, Ekstrak Mint (0.01%), Pewarna Sintetik Biru Berlian C.I 42090",,500 kkal,0 g,0 g,100 g,100 g,0 mg
Kopiko (105g),https://nyemil.com/kopiko-105g/,https://nyemil.com/wp-content/uploads/2023/12/Kopiko-105g_fi.jpg,"Gula, Glukosa, Minyak Nabati, Ekstrak Kopi (4,90%), Mentega, Pengemulsi (Lesitin Kedelai), Pewarna Makanan Alami Karamel IV, Garam, Perisa Sintetik.","Alergen:Mentega, Kedelai, Susu.",466.7 kkal,11.7 g,0 g,93.3 g,58.3 g,116.7 mg
Cimory Yogurt Drink Mixed Fruit (240ml),https://nyemil.com/cimory-yogurt-drink-mixed-fruit-240ml/,https://nyemil.com/wp-content/uploads/2023/12/Cimory-Yogurt-Drink-Mixed-Fruit-240ml_fi.jpg,"Yogurt, air, gula, penstabil nabati, smoothies 0.1% (mengandung stroberi, leci, mangga, pisang 15%), perisa sintetik (stroberi, leci, mangga, pisang), pewarna alami (karmin Cl. No. 75470 dan anato Cl. No. 75120).",Alergen:Yogurt,200 kkal,3.5 g,3.5 g,37 g,25 g,90 mg
Cimory Yogurt Drink Strawberry (240ml),https://nyemil.com/cimory-yogurt-drink-strawberry-240ml/,https://nyemil.com/wp-content/uploads/2023/12/Cimory-Yogurt-Drink-Strawberry-240ml_fi.jpg,"Yogurt, air, gula, penstabil nabati, sari buah stroberi (0,1%), perisa sintetik stroberi, pewarna alami karmin CI. No.75470.",Alergen:Yogurt,200 kkal,3.5 g,4 g,37 g,25 g,90 mg
Cimory Yogurt Drink Blueberry (240ml),https://nyemil.com/cimory-yogurt-drink-blueberry-240ml/,https://nyemil.com/wp-content/uploads/2023/12/Cimory-Yogurt-Drink-Blueberry-240ml_fi.jpg,"Yogurt, air, gula, penstabil nabati, sari buah blueberry (0,1%), perisa sintetik blueberry, pewarna alami karmin CI. No. 75470, pewarna sintetik biru berlian FCF CI. No. 42090.",Alergen:Yogurt,200 kkal,3.5 g,3.5 g,37 g,25 g,90 mg
Cimory Yogurt Drink Lychee (240ml),https://nyemil.com/cimory-yogurt-drink-lychee-240ml/,https://nyemil.com/wp-content/uploads/2023/12/Cimory-Yogurt-Drink-Lychee-240ml_fi.jpg,"Yogurt, air, gula, penstabil nabati, sari buah leci (0.1%), perisa sintetik leci.",Alergen:Yogurt,200 kkal,3.5 g,3.5 g,37 g,25 g,90 mg
Nextar Nastar Pineapple Jam (90g),https://nyemil.com/nextar-nastar-pineapple-jam-90g/,https://nyemil.com/wp-content/uploads/2023/12/Nextar-Nastar-Pineapple-Jam-90g_fi.jpg,"Tepung Terigu, Gula, Lemak Nabati (mengandung Antioksidan (BHA, BHT, TBHQ, Askorbil Palmitat dan Tokoferol Campuran Pekat), Pewarna Alami Beta Karoten (Sintetik) CI 40800), Buah Nanas 12%, Sirup Glukosa, Sirup Tinggi Fruktosa, Susu Bubuk, Pati Jagung, Garam, Pengembang, Pengental Nabati, Pengemulsi Lesitin Kedelai, Penguat Rasa Mononatrium Glutamat, Pengatur Keasaman, Perisa Sintetik, Pengawet Kalium Sorbat, Pewarna Sintetik Tartrazin CI 19140, Vitamin (E dan D (mengandung Antioksidan dl-alfa Tokoferol)).","Alergen:Tepung Terigu, Susu Bubuk, Pengemulsi Lesitin Kedelai. Dapat mengandung Telur, Kacang Hazel dan Kacang Tanah.",420 kkal,18 g,6 g,60 g,24 g,210 mg
Nextar Brownies Choco Delight (90g),https://nyemil.com/nextar-brownies-choco-delight-90g/,https://nyemil.com/wp-content/uploads/2023/12/Nextar-Brownies-Choco-Delight-90g_fi.jpg,"Tepung Terigu, Gula, Lemak Nabati (mengandung Antioksidan BHA, BHT dan TBHQ), Sirup Glukosa, Kakao Bubuk 6%, Minyak Nabati (mengandung Antioksidan TBHQ), Penstabil Nabati, Gula Palem, Maltodekstrin, Sirup Tinggi Fruktosa, Pengemulsi Lesitin Kedelai, Garam, Pengembang, Pengawet Kalium Sorbat, Vitamin (E dan D (mengandung Antioksidan dl-alfa Tokoferol)), Perisa Sintetik.","Alergen:Tepung Terigu, Pengemulsi Lesitin Kedelai. Dapat mengandung Susu, Telur, Kacang Hazel dan Kacang Tanah.",420 kkal,21 g,6 g,54 g,24 g,180 mg
Hello Panda Chocolate Cream (42g),https://nyemil.com/hello-panda-chocolate-cream-42g/,https://nyemil.com/wp-content/uploads/2023/12/Hello-Panda-Chocolate-Cream-42g_fi.jpg,"Tepung Terigu, Krim Cokelat 37% (Mengandung Susu, Kedelai), Gula (Mengandung Pengawet Sulfit), Lemak Reroti (Mengandung Antioksidan BHA), Minyak Nabati (Mengandung Antioksidan BHA), Pengembang (Amonium Bikarbonat, Natrium Bikarbonat), Garam, Bumbu Asam Amino (Mengandung Penguat Rasa (Dinatrium Inosinat, Datum Guanilat), Hidrolisat Protein Nabati, Pewarna Alami Karamel III), Ekstrak Malt, Pengemulsi Nabati Ester Sukrosa Asam Lemak, Pewarna Alami Karamel I, Perisa Sintetik Cokelat.","Alergen:Tepung Terigu, Susu, Kedelai, Hidrolisat Protein Nabati, Ekstrak Malt.",220.5 kkal,11.6 g,3.2 g,27.3 g,10.5 g,110.3 mg
Hello Panda Cookies & Cream (42g),https://nyemil.com/hello-panda-cookies-cream-42g/,https://nyemil.com/wp-content/uploads/2023/12/Hello-Panda-Cookies-Cream-42g_fi.jpg,"Tepung Terigu, Krim Rasa Susu 31.85% (Mengandung Susu), Gula, Lemak Reroti (Mengandung Antioksidan BHA), Minyak Nabati (Mengandung Antioksidan BHA), Bubuk Kakao (1.2%), Pengembang (Amonium Bikarbonat, Natrium Bikarbonat), Garam, Bumbu Asam Amino (Mengandung Penguat Rasa Dinatrium Inosinat, Dinatrium Guanilat, Hidrolisat Protein Nabati), Ekstrak Malt, Pengemulsi Nabati (Ester Sukrosa Asam Lemak), Pewarna Alami Karamel I, Perisa Sintetik Susu.","Alergen:Tepung Terigu, Susu, Hidrolisat Protein Nabati, Ekstrak Malt.",220.5 kkal,10.5 g,2.1 g,27.3 g,11.6 g,147 mg
Hello Panda Strawberry Cream (42g),https://nyemil.com/hello-panda-strawberry-cream-42g/,https://nyemil.com/wp-content/uploads/2023/12/Hello-Panda-Strawberry-Cream-42g_fi.jpg,"Tepung Terigu, Krim Stroberi 37% (Mengandung Pewarna Sintetik Eritrosin CI 45430, Bubuk Stroberi 0.1%, Susu, Kedelai), Gula (Mengandung Pengawet Sulfit), Lemak Reroti (Mengandung Antioksidan BHA), Minyak Nabati (Mengandung Antioksidan BHA), Pengembang (Amonium Bikarbonat, Natrium Bikarbonat), Garam, Asam Amino Premiks (Mengandung Penguat Rasa Dinatrium Inosinat, Dinatrium Guanilat, Hidrolisat Protein Nabati), Ekstrak Malt, Pengemulsi Nabati (Ester Sukrosa Asam Lemak), Pewarna Alami Karamel I, Perisa Sintetik Stroberi (Mengandung Antioksidan Tokoferol).","Alergen:Tepung Terigu, Susu, Kedelai, Hidrolisat Protein Nabati, Ekstrak Malt.",220.5 kkal,10.5 g,2.1 g,28.4 g,7.4 g,141.8 mg
Indofood Sambal Pedas (8g),https://nyemil.com/indofood-sambal-pedas-8g/,https://nyemil.com/wp-content/uploads/2023/12/Indofood-Sambal-Pedas-8g_fi.jpg,"Air, Gula, Cabai 12%, Garam, Pengental Nabati, Rempah-Rempah (mengandung Bawang Putih 0,6%), Pengatur Keasaman, Penguat Rasa (Mononatrium Glutamat), Pengawet (Natrium Benzoat, Natrium Metabisulfit)",Alergen:Natrium Metabisulfit,10 kkal,0 g,0 g,2 g,2 g,180 mg
Cimory Yogurt Stick Strawberry (40g),https://nyemil.com/cimory-yogurt-stick-strawberry-40g/,https://nyemil.com/wp-content/uploads/2023/12/Cimory-Yogurt-Stick-Strawberry-40g_fi.jpg,"Air, gula, susu bubuk full cream, susu skim bubuk, penstabil (hewani dan nabati), sari buah stroberi rekonstitusi (0,1%), perisa sintetik stroberi, pewarna alami karmin Cl. No. 75470, kultur Streptococcus thermophilus dan Lactobacillus delbrueckii subsp bulgaricus, pengawet kalium sorbat.","Alergen:Susu bubuk full cream, susu skim bubuk.",45 kkal,1.5 g,2 g,7 g,5 g,25 mg
Roma Malkist Kelapa Kopyor (200g),https://nyemil.com/roma-malkist-kelapa-kopyor-200g/,https://nyemil.com/wp-content/uploads/2023/12/Roma-Malkist-Kelapa-Kopyor-200g_fi.jpg,"Tepung Terigu, Minyak Nabati (mengandung Antioksidan BHA), Gula, Tapioka, Glukosa, Kelapa (1,26%), Pengembang, Garam, Ragi Susu Bubuk (0,15%), Perisa Sintetik, Premiks Vitamin (B1, B2, B6, B12) (0,01%).","Alergen:Tepung Terigu, Susu Bubuk.",960 kkal,32 g,16 g,144 g,32 g,840 mg
Kin Bulgarian Yogurt Strawberry (200ml),https://nyemil.com/kin-bulgarian-yogurt-strawberry-200ml/,https://nyemil.com/wp-content/uploads/2023/12/Kin-Bulgarian-Yogurt-Strawberry-200ml_fi.jpg,"Susu Segar (48%), Air, Gula, Susu Bubuk Skim, Penstabil Nabati, Lemak Susu, Pewarna Alami Karmin Cl 75470, Konsentrat Sari Buah Stroberi (0.11%), Perisa Sintetik Stroberi, Antioksidan Tokoferol Campuran Pekat, Kultur Bakteri MB-11 (Lactobacillus Bulgaricus dan Streptococcus Thermophillus (0.005%)).","Alergen:Susu Segar, Susu Bubuk Skim, Lemak Susu.",160 kkal,4 g,4.8 g,28.8 g,27.2 g,48 mg
Kin Bulgarian Yogurt Original (200ml),https://nyemil.com/kin-bulgarian-yogurt-original-200ml/,https://nyemil.com/wp-content/uploads/2023/12/Kin-Bulgarian-Yogurt-Original-200ml_fi.jpg,"Susu Segar (48%), Air, Gula, Susu Bubuk Skim, Pati Termodifikasi, Penstabil Nabati, Perisa Alami Yogurt, Antioksidan Tokoferol Campuran Pekat, Perisa Sintetik, Madu, Kultur Bakteri MB-11 (Lactobacillus Bulgaricus dan Streptococcus Thermophillus (0.005%)).","Alergen:Susu Segar, Susu Bubuk Skim.",160 kkal,3.2 g,4.8 g,28.8 g,27.2 g,56 mg
Kin Bulgarian Yogurt Black (200ml),https://nyemil.com/kin-bulgarian-yogurt-black-200ml/,https://nyemil.com/wp-content/uploads/2023/12/Kin-Bulgarian-Yogurt-Black-200ml_fi.jpg,"Susu Segar (48%), Air, Gula, Susu Bubuk Skim, Pati Termodifikast, Pektin, Perisa Sintetik Blackberry, Pewarna Alami Karbon Tanaman CI 77266 (0.1%), Pure Mixed Berry (Stroberi, Blueberry, Raspberry, Blackberry, Blackcurrant) (0.1%), Pure Blackberry (0.05%), Antioksidan Tokoferol Campuran Pekat, Kultur Bakteri MB-11 (Lactobacillus Bulgaricus dan Streptococcus Thermophillus) (0.005%), Premiks Vitamin.","Alergen:Susu Segar, Susu Bubuk Skim.",176 kkal,4 g,4.8 g,28.8 g,22.4 g,80 mg
Kin Bulgarian Yogurt Blueberry (200ml),https://nyemil.com/kin-bulgarian-yogurt-blueberry-200ml/,https://nyemil.com/wp-content/uploads/2023/12/Kin-Bulgarian-Yogurt-Blueberry-200ml_fi.jpg,"Susu Segar (48%), Air, Gula Susu Bubuk Skim, Pati Termodifikasi, Penstabil Nabati, Konsentrat Pure Blueberry (0,3%), Perisa Sintetik Blueberry, Pewarna Alami Karmin Cl 75470, Antioksidan Tokoferol Campuran Pekat, Kultur Bakteri MB-11 (Lactobacillus Bulgaricus dan Streptococcus.Thermophillus (0,005%).","Alergen:Susu Segar, Susu Bubuk Skim.",176 kkal,4 g,4.8 g,30.4 g,24 g,56 mg
Sharon Cream Messes (40g),https://nyemil.com/sharon-cream-messes-40g/,https://nyemil.com/wp-content/uploads/2023/12/Sharon-Cream-Messes-40g_fi.jpg,"Tepung terigu, gula (mengandung pengawet sulfit), air, cokelat compound butir (10.93%) (mengandung bubuk whey), margarin (mengandung antioksidan (alfa tokoferol, askorbil palmitat, BHA), pewarna alami beta karoten Cl. 75130), telur, pengemulsi nabati (mengandung permanis alami sorbitol, pewarna sintetik kuning FCF CI. 15985), garam, ragi, perisa sintetik vanila, pengawet kalsium propionat, penstabil kalsium karbonat (mengandung tepung kedelai, antioksidan asam askorbat).","Alergen:Tepung terigu, bubuk whey, telur, tepung kedelai.",170 kkal,7 g,2 g,24 g,8 g,50 mg
Ultra Sari Kacang Ijo (250ml),https://nyemil.com/ultra-sari-kacang-ijo-250ml/,https://nyemil.com/wp-content/uploads/2023/12/Ultra-Sari-Kacang-Ijo-250ml_fi.jpg,"Air, Kacang Hijau (6,3%), Gula, Gula Jawa (1,5%), Penstabil Nabati, Garam, Ekstrak Jahe (0,03%)",,137.5 kkal,0 g,2.5 g,32.5 g,25 g,81.3 mg
So Good Susu Steril (200ml),https://nyemil.com/so-good-susu-steril-200ml/,https://nyemil.com/wp-content/uploads/2023/12/So-Good-Susu-Steril-200ml_fi.jpg,Susu Sapi,Alergen:Susu Sapi,130 kkal,7 g,6 g,10 g,9 g,90 mg
Sari Kue Dorayaki Cheese Hokkaido (55g),https://nyemil.com/sari-kue-dorayaki-cheese-hokkaido-55g/,https://nyemil.com/wp-content/uploads/2023/12/Sari-Kue-Dorayaki-Cheese-Hokkaido-55g_fi.jpg,"Telur, gula pasir, tepung terigu (mengandung gluten), pasta keju manis (16,6%) (mengandung susu, telur, pengawet kalium sorbat), pengemulsi nabati (mengandung susu, telur, gluten, pengawet kalium sorbat), air, minyak nabati, madu, pengawet kalium sorbat.","Alergen:Telur, tepung terigu, susu. Mungkin mengandung kacang tanah.",180 kkal,5 g,4 g,28 g,15 g,150 mg
Mie Sedaap Tasty Bakmi Ayam (129g),https://nyemil.com/mie-sedaap-tasty-bakmi-ayam-129g/,https://nyemil.com/wp-content/uploads/2023/12/Mie-Sedaap-Tasty-Bakmi-Ayam-129g_fi.jpg,"MI: Tepung terigu, minyak nabati (mengandung antioksidan TBHQ), garam, pengental nabati, pengatur keasaman, pewarma sintetik Tartrazin CI No. 19140.
BUMBU: Daging ayam (15%), jamur, air, minyak nabati (mengandung antioksidan TBHQ), bawang putth, gula, garam, lada bubuk, penguat rasa (Dinatrium 5'-Inosinat dan Dinatrium 5'-Guanilat), Vitamin B3.
MINYAK: Minyak nabati, bawang putih, antioksidan TBHQ.
KECAP: Air, garam, kedelai, gula dan pengawet (natrium benzoat).
SAOS CABE: Air, cabe, gula, penstabil nabati, garam, bawang putih, cuka, pengatur keasaman, ekstrak minyak cabe, pengawet (natrium benzoat dan natrium metabisulfit), penguat rasa (mononatrium glutamat, dinatrium inosinat dan guanilat).
BAHAN PELENGKAP: Daun bawang kering.
KRIUK AYAM ASLI (5,43%)","Alergen:Tepung terigu, kedelai. Mungkin mengandung susu, udang, dan telur.",590 kkal,22 g,15 g,84 g,6 g,810 mg
Kopi Kenangan Black Aren (220ml),https://nyemil.com/kopi-kenangan-black-aren-220ml/,https://nyemil.com/wp-content/uploads/2023/12/Kopi-Kenangan-Black-Aren-220ml_fi.jpg,"Air, Gula Aren Bubuk (4.8%), Gula, Susu Skim Bubuk (2.8%), Krimer Minuman (Mengandung Susu), Kopi Instant (1.1%), Pengemulsi Nabati, Pengatur Keasaman, Perisa Sintetik, Penstabil Nabati, Antioksidan Tokoferol Campuran Pekat.",Alergen:Susu,140 kkal,2.5 g,3 g,28 g,21 g,170 mg
Kopi Kenangan Avocuddle (220ml),https://nyemil.com/kopi-kenangan-avocuddle-220ml/,https://nyemil.com/wp-content/uploads/2023/12/Kopi-Kenangan-Avocuddle-220ml_fi.jpg,"Air, Gula, Susu Skim Bubuk (3.1%), Krimer Minuman (mengandung susu), Kopi Instant (0.9%), Pengemulsi Nabati, Pengatur Keasaman, Perisa Sintetik, Penstabil Nabati, Antioksidan Tokoferol Campuran Pekat, Bubuk Alpukal (0.001%).",Alergen:Susu,150 kkal,2.5 g,3 g,28 g,24 g,170 mg
Nescafe Caramel Macchiato (220ml),https://nyemil.com/nescafe-caramel-macchiato-220ml/,https://nyemil.com/wp-content/uploads/2023/12/Nescafe-Caramel-Macchiato-220ml_fi.jpg,"Air, Gula, Susu Skim Bubuk, Krimer Nabati (mengandung susu), Kopi Bubuk Instan (0.7%), Penstabil Nabati, Pengatur Keasaman, Perisa Sintetik, Perisa Alami, Garam.",Alergen:Susu,110 kkal,3 g,3 g,20 g,16 g,115 mg
Nescafe Cappuccino (220ml),https://nyemil.com/nescafe-cappuccino-220ml/,https://nyemil.com/wp-content/uploads/2023/12/Nescafe-Cappuccino-220ml_fi.jpg,"Air, Gula, Krimer Nabatl (Margandung Susu), Susu Skim Bubuk, Kopi Bubuk Instan (0.9%), Penstabil Nabati, Pengatur Keasaman, Perisa Sintetik (Mengandung Pewarna Alami Karamel IV dan Gluten), Perisa Alami, Garam.","Alergen:Susu, Gluten",120 kkal,4 g,2 g,20 g,14 g,130 mg
Simba Choco Chips (34g),https://nyemil.com/simba-choco-chips-34g/,https://nyemil.com/wp-content/uploads/2023/12/Simba-Choco-Chips-34g_fi.jpg,"Tepung Gandum, Coklat Bubuk (14%), Pasta Coklat (10,3%), Susu Bubuk (9,7%), Minyak Nabati, Gula, Ekstrak Malt, Garam, Pengemulsi Lesitin Kedelai, Kalsium Karbonat, Pewarna Alami Karamel Kelas IIl (E-150c), Perisa Sintetik Coklat (Mengandung Pewarna Alami Karamel Kelas IV (E-150d)), Premiks Vitamin.
Susu: Susu Bubuk Cokelat (16%).","Alergen:Gandum, Susu, Ekstrak Malt.",140 kkal,3 g,3 g,26 g,15 g,85 mg
Soyjoy Raisin Almond (30g),https://nyemil.com/soyjoy-raisin-almond-30g/,https://nyemil.com/wp-content/uploads/2023/12/Soyjoy-Raisin-Almond-30g_fi.jpg,"Kismis (29%), tepung kedelai (26%), campuran margarin dan mentega (mengandung pewarna alami betacarotene CI 40800 dan antioksidan tokoferol), gula, telur, almond (7%), serat pangan larut, sirup agave, kelapa, garam, perisa sintetik.","Alergen:Tepung kedelai, campuran margarin dan mentega, telur, almond.",140 kkal,7 g,5 g,15 g,8 g,25 mg
